Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,8.812628689,7.43442623,7.039067258,6.948836455,6.705639615,6.899364839,6.804068522,6.325046508,6.296790668,5.521440735,5.011763661,4.982690406,5.833763552,8.103936198,10.47349367,9.688719848,8.971702279,8.510571848,9.725494493,11.17584876,12.52306881,15.01194341,14.46277892,14.3935337,16.61984695,22.86197856,25.03104144,25.48462263,25.30941455,24.3173028,29.615485,33.00130164,33.69107037,31.72757802,42.05957127,38.44262536,33.71946968,33.95111388,31.63116122,33.1488662,39.36125112,38.25469029,42.46062049,51.61183791,59.44650884,62.89641832,64.76945794,62.28056626,56.80205353,43.58661349,49.38276907,51.14093026,48.67028392,47.13743504,45.08832761,41.20046153,
Cote d'Ivoire,CIV,Trade (% of GDP),NE.TRD.GNFS.ZS,57.14406757,63.39605592,60.1395535,57.45531759,60.60880001,66.94763093,65.10334587,65.01500699,68.6948357,63.83159118,64.8769567,60.63731917,62.51877165,68.98587056,84.07307131,73.31336679,77.98922386,78.95660403,73.95669728,72.26592824,76.18028969,77.45919888,75.75002167,72.68017697,77.10319819,79.17251371,69.67735716,63.05024828,58.37827152,61.08854404,58.80149561,56.99782131,60.02506534,55.34852185,69.83665802,76.20234391,73.51927601,78.20804764,76.3666435,76.54000125,74.63780424,73.55035201,79.8636641,75.26749055,84.60668736,93.92263771,95.06972995,89.43763142,87.27485334,90.77922973,93.95943422,91.15483119,92.80808899,84.91072404,82.80121408,87.82446947,
Cameroon,CMR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,48.0200388,44.57197133,43.20451703,46.75675569,46.24256492,50.87995264,50.17613052,46.47761949,44.6908941,48.23801324,48.2279939,50.00721606,52.86570896,51.77722644,49.32094172,55.01613909,50.28117841,62.12539352,59.70119087,64.47202025,65.02458838,46.00580702,37.32029527,31.99460886,38.47648378,37.49644544,34.63877936,38.86259217,31.74517736,38.02397722,41.36901331,41.77304331,39.78802005,39.13665157,38.66677095,42.91454449,45.13430805,40.65013021,40.1496532,39.23134926,41.92587936,43.95762733,48.53558019,52.34214386,37.06517648,40.36099983,44.85956129,45.40277692,49.56677138,52.88641809,42.81694119,
"Congo, Rep.",COG,Trade (% of GDP),NE.TRD.GNFS.ZS,106.0604921,103.1207575,93.44131169,94.32042104,94.60161267,89.09463187,80.99630996,86.30140176,87.62057878,88.9695727,92.49997368,85.2310873,80.09662802,74.99999172,112.7039177,99.6350365,106.9328952,110.8509521,104.7905245,96.03921569,120.1442841,134.1148237,123.7746479,109.7097097,107.2509129,112.7935723,93.50223489,80.35519248,81.04704097,83.35300932,70.81935433,69.68454299,57.14070589,74.17619428,132.7362484,128.3125043,128.4076633,135.7581795,148.9016625,131.3941903,123.9098844,130.7324811,135.4560711,156.8617773,131.3681987,138.6635673,149.7796445,132.0525974,122.1539696,120.6234209,139.8175963,145.1187772,144.104413,142.6044328,143.2393966,165.6458638,
Colombia,COL,Trade (% of GDP),NE.TRD.GNFS.ZS,30.37819696,26.74771045,24.38654959,24.31979867,24.53189705,21.82322986,27.18852692,23.4365277,27.27508434,27.59936874,30.12774162,29.50874293,29.00629727,29.61013325,30.08834108,29.86857863,30.999304,30.16637652,30.34677859,28.68397705,31.78965587,27.2850199,26.10821784,23.67280841,24.34797231,26.33972636,30.83063591,29.87169227,30.14998849,31.81787448,35.38637938,35.25149094,33.46556606,35.18825781,35.91753745,35.49723032,36.04410719,35.59706809,35.90892305,36.14927931,32.66708547,33.90111179,32.98263921,36.51618352,35.86342693,35.63423841,38.17394204,36.32989385,38.0520614,34.28000166,33.70084636,38.66886919,38.2960978,37.69797761,37.31574403,38.95066361,
Comoros,COM,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,60.64229302,60.97066317,69.52542972,73.5104471,64.55458903,67.05614616,57.93318117,57.74540855,59.75629617,54.17133371,51.39847813,58.21915841,59.89099889,57.6816915,67.32168944,64.32981615,59.70463181,61.16687849,48.61127142,46.62489541,51.09948807,47.84509475,43.75112421,50.76736122,47.93252294,51.39290947,53.13614502,56.83516555,63.53164238,63.61051435,69.94409801,71.58903083,74.5510525,78.232682,79.92040243,,
Cabo Verde,CPV,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,84.05058205,92.16438745,102.1159219,102.436767,100.473455,101.8212851,93.05252412,83.83261889,76.20162485,81.43779264,85.95158403,80.95396931,83.93988997,60.306432,71.56344205,77.51555138,75.48996786,85.97934615,81.88141375,80.96901996,87.52060836,92.1637225,101.0897023,98.76838081,101.56717,104.3438399,117.8166972,93.26917177,90.39800407,79.89878878,86.91549146,91.75565378,,,,,
Costa Rica,CRI,Trade (% of GDP),NE.TRD.GNFS.ZS,47.59306432,47.1784853,49.93407708,50.31135652,54.01583016,56.95303006,55.97658828,57.07287475,61.30844522,59.47695331,63.20944327,64.89281343,67.77428857,68.34212127,81.87156172,68.60978582,63.81967005,67.20368481,64.21263938,64.11618942,63.29690474,91.4445351,87.24876915,60.77948138,58.03479822,55.84058597,53.98014528,57.41168656,60.9217738,64.36063807,66.50058764,70.6827241,75.05977907,78.0132093,76.6933245,77.92092082,82.10111396,85.33520455,97.53284273,97.67202282,94.38912452,86.0082898,90.0196377,95.20438265,95.73671807,102.474408,104.4063653,102.2271431,100.6267316,83.97694187,79.09772777,79.40393525,78.93920689,74.49461197,72.30184103,,
Caribbean small states,CSS,Trade (% of GDP),NE.TRD.GNFS.ZS,104.5603346,109.7462016,106.8269222,104.8719457,110.9681911,111.870776,82.68876337,80.82165437,82.45359779,87.09161255,84.88356194,89.82187081,86.92479394,85.07027512,95.33823823,93.87206025,93.06580336,95.10401631,98.51491489,104.1042965,111.5346579,105.5991253,97.30494291,91.51303739,96.19442954,94.92085014,92.27939509,90.01010094,87.01627779,93.996021,94.44649543,97.44507598,99.84711466,93.80855574,93.48044698,102.4220576,98.45847799,103.0990884,104.1240742,98.38241329,101.9134149,99.27375443,91.17150229,91.7099653,95.39842978,101.4718368,109.1361812,102.4136913,107.8216404,90.4667955,91.31274576,100.5415507,97.32337774,91.61829343,88.25844287,76.70825121,
Cuba,CUB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,76.80653765,76.8086511,76.80949721,76.80180287,76.78569362,76.82704338,76.81921841,76.81372781,76.76333115,76.70514738,77.03379214,76.78009356,76.78627483,76.51134783,76.41422851,78.67701597,75.51160062,76.81718122,75.13671278,75.92863197,71.1144934,50.99611647,35.14686741,28.91583027,27.77589682,29.30841741,32.62502348,32.75461047,32.5042935,31.86816286,31.07619122,29.36152484,24.72938697,26.58691141,31.31157926,39.36174204,37.18793905,37.96786881,44.91722075,32.91359663,40.29274875,46.9604787,45.86756322,44.32253139,,,
Curacao,CUW,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,92.17898634,112.3689838,115.5755086,105.2517279,108.447117,108.325663,113.5730649,115.1624571,114.3837403,121.7586297,107.569825,93.45992761,97.55645632,101.5832425,111.3341264,108.6082087,104.1799049,110.0970073,95.41637535,95.77615161,134.6382331,141.1661268,140.3993531,135.4204314,131.8921867,138.2732783,132.7288422,124.4528835,114.8102801,114.9383543,112.9152123,110.9387688,112.4549352,111.1300551,99.17641618,100.9972229,102.490822,101.3926045,99.17522769,108.1006976,,
Czech Republic,CZE,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.06208316,71.90525608,79.2112727,79.4516892,76.0029368,84.23114773,81.75041459,85.30996856,84.83888869,86.45854378,98.51312678,99.52815003,91.76586404,95.32790487,114.0464931,122.2758821,127.8387377,130.6552319,124.5603243,113.7411212,129.2545548,139.2818814,148.3245786,148.7410565,160.9158987,162.5415779,
Germany,DEU,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,31.81554837,30.94590031,30.83443706,31.80778412,37.07443906,36.02558165,38.49724867,38.2301506,37.30362556,39.35521009,41.99389305,44.33021248,44.53494532,43.72017398,46.39590118,48.07367909,43.085753,41.82644759,42.66626056,45.36462533,46.01419185,47.97455374,45.05002006,40.64430528,42.07295019,43.5447211,44.99672952,49.60103503,51.58287212,53.3694452,61.3899966,61.97779664,60.77300852,61.51913445,65.85610978,70.42119034,77.0821686,79.37053115,80.94490464,70.66504625,79.30307822,84.74773595,85.88922849,84.97071773,84.71493492,86.03142867,
Djibouti,DJI,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.2721494,131.8985521,121.3521498,108.1910884,97.95899684,90.36244008,88.90369611,89.15666697,93.89887107,85.67197109,85.43841544,83.06743497,82.32084588,88.98203896,91.13993664,91.58084469,97.21760767,134.2378213,,,,,,,,,
Dominica,DMA,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,102.2403259,107.5762545,118.9799331,114.5578743,113.2613681,110.7741339,101.7145505,104.0026382,96.49485311,112.5446134,114.5687987,123.4278795,125.5511821,135.0791636,121.1687672,117.2863351,109.5762571,111.8540929,114.2221855,112.7114662,126.1282982,125.2855444,126.0201964,97.54145338,83.643604,82.737836,78.76441304,81.2734575,87.9,87.95066414,91.12478032,96.92805174,84.25435276,88.82220555,90.91580502,84.55867939,82.71078216,81.54283276,80.71625344,
Denmark,DNK,Trade (% of GDP),NE.TRD.GNFS.ZS,66.63227343,62.3393037,61.12438656,61.19424866,62.48017309,60.8372777,59.3351573,57.33704325,57.35987906,57.94551061,57.55486916,56.19537746,53.74345995,58.00430903,64.84441556,59.79738428,60.93854769,60.10641136,56.79697786,60.70715186,65.53319551,71.02266978,71.1082599,69.758018,71.25763338,72.38590122,64.8849042,61.51734198,63.92479546,67.19805428,67.20391866,69.08712002,66.98416775,65.61844552,67.62396662,68.62264022,68.57422263,71.26614892,71.39355542,72.78741157,83.06835721,84.05024768,84.29067888,80.95967917,82.13810464,89.22035855,97.14764193,99.8385524,104.4194672,89.0773264,93.3257128,100.3386597,101.7194609,101.7484975,100.7016942,100.174838,
Dominican Republic,DOM,Trade (% of GDP),NE.TRD.GNFS.ZS,44.40811024,39.59637988,48.05242082,46.70493694,47.72816378,36.57245806,41.68106515,43.09045226,45.13020109,44.59162942,41.82038227,41.07057129,46.15307201,47.55832505,61.16694011,57.73344657,49.07880875,44.18913718,41.51306971,47.6322098,48.10737674,45.8373468,33.5886464,32.70702815,61.05281483,65.2549024,57.82416677,62.98856857,74.76803733,77.99519717,77.51764607,83.17583005,81.06936326,78.78735009,78.26808422,75.08636434,73.35494987,76.41644915,79.37904054,79.89235053,82.91427366,74.72228232,72.81372007,86.4946927,83.88334774,65.53466562,67.96629758,61.93848533,61.43739103,50.59543318,54.82522763,57.49783346,57.49729783,56.61903688,56.32639966,53.5686142,
Algeria,DZA,Trade (% of GDP),NE.TRD.GNFS.ZS,106.1868043,113.7483279,40.61251936,61.5101972,54.52382126,48.43702191,50.63976952,45.06618609,47.32288896,51.8595349,51.22540181,46.10629668,46.17643028,57.09342653,74.23881924,76.65453541,70.17325688,72.32688423,65.70456889,64.01404929,64.67692316,65.46499364,59.92293127,53.74411736,53.17638369,50.32612063,36.02671057,32.68458447,38.11158728,47.15331971,48.38071368,52.71758671,49.18908424,44.92281337,48.58443779,55.19100521,53.70514788,52.24391151,45.09445056,50.49278691,62.52959173,58.70616284,61.13416739,62.12477185,65.70142505,71.27859719,70.7300141,71.93812597,76.68452164,71.3243284,69.86666185,67.3920458,65.34691398,63.6264376,62.51051451,,
East Asia & Pacific (excluding high income),EAP,Trade (% of GDP),NE.TRD.GNFS.ZS,15.58969047,14.25855192,13.16143959,13.12963058,13.58498214,12.40962858,14.1850186,13.07698496,13.02206483,12.02443079,12.4133066,12.34505598,13.09108056,15.76994719,19.76073724,18.16009439,17.69133973,17.31605015,18.11667806,20.9599941,22.71207024,24.54133997,23.32894035,23.63321188,24.82082675,29.22121326,30.75087914,32.22240223,32.8091222,33.42517678,38.72983495,41.83780045,42.39896938,41.12237688,50.43195325,48.72363857,44.91665628,46.66558977,48.88686543,47.58114673,54.52707271,52.74342198,54.986339,61.6658455,69.41581675,73.09465952,73.78668742,71.12771712,66.69825644,53.12626111,58.43573897,60.58407825,58.13627207,56.42539447,54.69437349,47.53527499,
Early-demographic dividend,EAR,Trade (% of GDP),NE.TRD.GNFS.ZS,24.47293253,24.22662245,22.28503835,23.24157115,23.36329687,22.41884276,24.64625506,24.00405727,27.45937544,26.98162175,27.81986173,28.51676208,29.73155093,34.90831768,37.14353437,37.93904579,37.23824114,37.43450822,36.89010667,38.70546828,40.41203386,40.24168696,38.85115377,37.78828588,37.40932867,35.83355251,33.3469824,35.52242929,37.37519455,39.23389489,40.62795583,41.14197384,41.45304677,40.87338192,41.64918184,44.94633977,46.48139243,47.19439461,47.60914808,45.19170854,49.68873289,48.43094739,50.62343943,51.2056559,55.32612022,57.97725464,59.45186589,59.34093759,61.58747331,53.5689644,55.61492507,59.10686295,59.02994462,58.05732245,56.76521093,,
East Asia & Pacific,EAS,Trade (% of GDP),NE.TRD.GNFS.ZS,25.66135506,24.10779808,22.864644,22.96325214,22.6811012,23.1278793,24.51935522,23.78110267,24.80702724,24.8481116,25.16626385,25.57891951,25.09406255,28.43747271,34.5928816,32.14796566,32.7833169,32.27355736,31.58788018,35.10145109,38.7884634,39.57408595,38.0226803,37.00055129,37.97684694,38.97146514,37.51166933,38.76190782,39.7276463,39.7552901,42.13346892,42.86826856,42.63281112,41.50826224,46.05370334,46.88768071,45.47245087,46.8605837,48.28140086,47.15668182,52.45174105,50.91536088,52.14891846,56.83897561,62.9700993,66.01393839,68.5419872,68.27772864,69.17834424,56.61277403,62.23919001,65.3663831,64.10945751,63.9156054,63.56058514,57.58404348,
Europe & Central Asia (excluding high income),ECA,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.83885383,40.11271899,34.17127488,85.86848047,62.48223385,56.05745927,58.92195325,56.48723511,57.33112441,57.03202558,64.7718873,68.36053857,66.27422158,65.02899103,65.19950656,66.05833236,64.05908994,63.57124513,62.0913183,63.61757866,56.88502237,59.51481605,62.57662618,62.69010939,60.78284377,61.71606603,62.24472822,
Europe & Central Asia,ECS,Trade (% of GDP),NE.TRD.GNFS.ZS,38.96525109,38.80597709,38.46027093,38.71670688,39.08477849,38.87366188,39.30268606,38.64775311,40.17279601,41.89499426,39.48772236,39.26888705,39.19716097,42.00651333,49.22116048,45.08812346,47.73834571,47.90376536,46.12365844,48.4560483,51.47277481,53.29605271,53.26645426,53.3779369,56.57650062,56.94376523,50.70991701,50.18359898,50.92336204,52.69798398,51.40511934,50.25444014,56.56770973,52.93020692,54.08491598,57.3242462,57.68514308,60.80054754,61.46413066,63.11914569,69.70886174,68.78984885,66.50743251,65.56041824,67.96121563,70.42612913,74.16637495,75.01048057,76.74382203,67.94823668,74.64244071,79.39088784,80.64266127,80.34354468,80.45240548,80.40310837,
Ecuador,ECU,Trade (% of GDP),NE.TRD.GNFS.ZS,36.34038553,36.94740818,38.44356772,35.15578067,35.7205243,19.27013828,21.60006919,22.13877914,24.96037301,20.60530271,22.45125356,27.27051473,27.95798974,34.53763474,41.4043701,35.40505004,34.01390427,34.44221024,33.29582882,36.07958177,35.02500959,29.91527369,32.41294559,30.87601734,33.05830053,35.7173094,33.11060448,37.73072285,42.66230148,45.11298119,44.59491229,45.19663998,44.80654365,43.17121842,43.7777475,45.91127073,44.21570268,45.01718632,43.39510795,49.2012508,59.4646993,50.74505716,49.37654964,47.24162924,50.66524037,56.0998297,59.70978319,62.58713843,68.05694738,52.10484902,60.30323871,64.49023889,61.75111241,60.68998568,58.67584126,45.12518716,
"Egypt, Arab Rep.",EGY,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,38.88295206,36.84614912,32.4071505,30.19084407,31.72306715,32.93552184,32.68334825,32.48178412,33.14242265,57.75524581,61.46032889,56.26579521,55.68072747,58.76467303,78.06375276,73.38061288,82.17667616,68.96684383,61.9114607,58.16376477,51.95581618,41.32599716,35.32499647,52.47951673,50.24488299,52.76088472,63.61129152,59.30984903,55.92783505,50.62857143,50.24509804,46.94856146,43.73824746,41.927627,38.36150845,39.0179359,39.81042654,40.98706783,46.17964072,57.81990521,62.95264624,61.51853651,65.07787325,71.68062535,56.55344464,47.93635007,45.25563416,41.15658578,40.7365224,37.4137685,34.85472055,
Euro area,EMU,Trade (% of GDP),NE.TRD.GNFS.ZS,36.70869376,36.71557164,36.55748049,37.13144767,37.62865044,37.71140639,38.51479351,37.5600726,38.65856795,40.89914112,38.81971892,38.57278988,38.81142807,40.91937886,47.60245729,43.81672494,46.39905519,46.52612069,45.34965089,48.20019629,50.61941674,53.21085461,52.90170768,52.61267598,55.60335107,56.02836319,49.32206322,48.76986716,49.93498677,52.71872473,51.92833556,52.07742862,51.29483979,49.65253364,52.22612928,55.51205484,56.14498673,60.12148442,61.37706129,62.24657167,69.89558639,69.11180862,66.676651,65.20587346,68.0735117,71.16459886,75.39246545,77.2145866,78.38925244,68.04791579,76.17649019,81.6099727,83.46622586,83.15502316,84.09577722,85.02643424,
Eritrea,ERI,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.37718937,102.0600016,110.8817782,105.3226286,116.6175203,115.4147767,94.92756567,96.25923618,67.88136193,72.06271096,76.59016366,74.00782429,65.57090685,61.10603102,45.26084605,34.55955953,30.56095005,27.97214161,28.13432287,37.5299147,,,,,
Spain,ESP,Trade (% of GDP),NE.TRD.GNFS.ZS,15.26805265,16.57385794,18.42278072,18.49234533,20.19538931,21.33913148,22.44910439,20.43472283,23.16902129,24.46148591,25.84998355,25.92878864,27.21466006,28.13889662,31.7185344,29.10905173,30.0997697,29.1926122,27.76174119,27.8710614,31.5916736,35.41684951,36.56742743,39.81511104,41.59969293,40.92329962,35.39741014,36.3646225,36.75434858,37.41871194,35.64299658,35.5113419,36.01253333,36.99307769,41.69560426,44.83026623,46.32842342,51.29225228,52.86422329,54.73805181,60.23783366,58.07415858,54.98286373,53.11137165,54.21246314,54.33510358,55.65927296,57.40645647,55.75883326,46.49797875,52.34463828,58.08804639,59.75565554,60.70425649,62.59585462,63.80580656,
Estonia,EST,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.1997582,134.0957668,153.6803885,158.4290247,144.8719951,126.5135469,126.650966,124.09144,123.2779646,130.9127019,136.9166156,137.1213404,135.2656589,137.5229078,116.649677,143.781249,167.3499472,172.1850402,171.3317223,164.398718,155.434729,
Ethiopia,ETH,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.23287045,45.39789515,41.47179104,40.74108626,37.17321899,
European Union,EUU,Trade (% of GDP),NE.TRD.GNFS.ZS,38.88493235,38.35307134,37.95993214,38.39138727,38.84283999,38.62047985,39.08161962,38.34331817,40.02618742,41.87062458,39.85099075,39.53905982,39.50221329,42.29053775,49.80481418,45.54663288,48.33235791,48.62577253,47.00515726,49.48433029,51.04392565,52.93226863,52.86685139,52.92300819,56.01926694,56.32749963,50.01401296,49.42681485,50.03840161,52.53924854,51.57305045,51.28184284,51.0624548,50.29176758,52.73639501,56.28472142,57.00685236,60.23662718,61.01173665,61.85849535,68.92665831,68.27588844,66.03980532,64.95569062,67.58764862,70.604927,75.06581294,76.07502646,77.70551347,68.47335856,75.89831989,81.04491465,82.51355652,82.19517548,82.69328247,82.6272449,
Fragile and conflict affected situations,FCS,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,60.24256804,58.70775034,61.25121342,56.40228778,,,,,,,,,,,45.39945941,40.97342181,36.66018003,35.38829782,34.82591791,36.68597706,38.00766128,39.56142366,62.54478997,67.44618949,67.846151,66.48165048,66.03728845,72.01317912,82.79834795,81.37456216,87.95567734,82.44484295,79.05950726,82.3897094,76.56147667,78.7660514,76.96437889,79.74325346,80.21338951,79.43459098,73.41793175,
Finland,FIN,Trade (% of GDP),NE.TRD.GNFS.ZS,43.3504665,41.39129521,41.35823847,38.4806587,40.16856613,40.05693083,39.32876432,38.3132565,41.53649074,44.98209901,49.38469104,47.40722974,47.7548606,48.47172515,55.17392989,50.29521505,49.2315136,52.3510959,52.58687632,58.07039647,62.90006532,61.55300047,57.5377647,57.3739276,56.55912371,55.26979497,49.9458081,49.4531446,48.13820778,47.85346041,45.81584441,43.45691221,50.20034884,58.13779913,62.41516834,64.06915865,65.73682148,68.26382994,67.018325,66.23622196,74.99431239,70.26592909,69.29037218,68.03765942,70.99137414,76.62771387,82.18278935,83.1759422,86.51186561,70.53124085,76.08979156,79.16990486,80.40571992,78.51360788,76.51557963,74.27420133,
Fiji,FJI,Trade (% of GDP),NE.TRD.GNFS.ZS,78.02690583,71.47470398,74.48770492,99.70817121,106.0251799,100.5136986,91.39515455,91.81957187,99.24554184,103.3898305,100,107.3619632,101.0715653,104.0496293,103.4888889,86.62871859,80.14440103,90.59236052,89.71804329,95.97512321,100.4981396,100.4544783,92.86805892,92.64578947,86.72470791,89.09987847,81.13838681,87.36008736,105.4421832,123.0249008,129.5,117.8158668,106.8322981,111.8262939,115.8733722,118.138511,121.6934404,119.480004,119.1086673,122.4426842,135.421932,129.399223,125.408769,128.1137607,124.2307115,118.250842,117.8216524,110.6338233,130.7203988,109.2519797,121.7308549,124.1944301,125.1067476,125.9686812,117.5996726,136.9760971,
France,FRA,Trade (% of GDP),NE.TRD.GNFS.ZS,26.96545495,26.25799643,24.94987464,25.06285613,25.68630559,25.8033546,26.53715193,26.24897892,26.63574216,28.81362869,31.13269635,31.73273062,32.21701656,34.1632388,42.08233967,36.45283976,39.36271767,40.39025912,39.19028687,40.78036202,43.23791788,45.11142859,44.96047296,44.83238769,47.21481636,46.68005244,40.57582405,39.9735063,41.07563231,43.67534787,42.42523571,42.66692917,41.65718865,39.57152709,41.47511896,43.27202284,43.93653441,47.5813221,49.0057228,49.23300565,55.25936459,54.31666763,52.41551091,50.13197446,51.19677804,53.1520143,55.18724501,55.54770336,56.52383696,49.56784804,53.96843903,58.16900437,59.20038487,59.09880412,60.09250397,61.36027561,
Faroe Islands,FRO,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.16547442,96.3708137,107.1969256,99.95838535,95.26662672,103.3894844,87.57062147,95,93.93991123,100.4999194,100.6177355,89.82644628,92.84500077,104.3609476,112.4468864,107.7599128,,,
"Micronesia, Fed. Sts.",FSM,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,87.69953052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Trade (% of GDP),NE.TRD.GNFS.ZS,66.79819618,62.87450501,62.48265715,92.49665716,77.84335145,80.54054054,79.30463234,96.10781437,97.6679979,108.7063246,87.70947761,118.6488107,145.345318,116.5114587,100.8071025,97.42647059,91.68404951,102.8542451,108.6795252,95.88892336,96.35036496,104.0590758,101.2616705,104.8672909,99.29314998,119.8533822,89.89564775,87.91442761,78.52202075,86.99363534,76.89744539,80.53493855,79.86884209,83.34303654,99.9266868,95.13469619,95.67090085,98.53626451,95.97478261,97.73145246,101.7019289,83.63861324,84.75908154,80.30260821,81.76753714,84.75080473,89.77130956,85.13247916,88.99887259,83.50457742,89.15766272,90.49837733,92.34280894,90.63518521,73.52046746,73.98897555,
United Kingdom,GBR,Trade (% of GDP),NE.TRD.GNFS.ZS,41.80065061,40.13515219,39.04437356,39.04649845,39.15647233,37.90561305,37.65279397,37.99073317,42.1957977,42.555612,41.78321702,41.43684505,40.40725644,46.11418149,57.0996141,51.27255267,55.80030993,57.25983225,53.42263081,53.11171197,49.84800409,47.98023955,48.20054139,49.37052108,53.83995123,53.3903094,49.10004372,48.48650168,46.03406793,47.31517583,46.89210215,44.03445408,44.99820711,48.34143868,50.41731457,53.91313662,55.22886157,53.73361042,51.3096068,51.75474044,54.48126061,54.54832576,52.87409227,51.79652517,51.61631638,54.044819,57.99085752,53.96359026,58.44141572,55.99541504,59.90101238,63.00590313,62.29539404,62.03703971,58.39963373,56.83493865,
Georgia,GEO,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3943662,88.43537415,87.5,85.33333333,58.85416667,101.9436997,118.6388891,166.9026155,67.82867881,45.69683964,57.75272739,53.56664052,57.15191566,62.66184255,63.32994311,71.62887576,78.25972647,79.73804799,85.31592742,89.88222935,89.15629877,87.02354933,78.67361847,87.71559684,91.01649234,95.94884735,102.3306144,103.4137656,109.9541927,
Ghana,GHA,Trade (% of GDP),NE.TRD.GNFS.ZS,63.63636364,62.58064516,52.68490375,48.63636364,43.77022654,43.86084584,34.25559947,37.36702128,41.17647059,40.07996002,44.04603807,36,35.91474245,37.84632962,40.12875536,37.80049214,31.74992338,22.04604497,18.04536358,22.39387712,17.62111453,10.07903506,6.320343316,11.54489834,18.81461112,24.2438376,36.71168749,45.84812332,42.24549941,41.08589105,42.72817813,42.48834926,45.99359586,56.66912012,62.02115274,57.42309429,72.20494413,85.40183797,80.59954325,81.70510403,116.0484302,110.0458542,97.48924317,97.28714571,99.67033435,98.17151411,65.92277107,65.35432229,69.51422561,71.59473853,75.37781579,86.29545385,93.16803513,81.65233262,88.45141177,98.82965487,
Gibraltar,GIB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,59.16431804,62.33510294,57.9471409,60.87956889,64.51701902,60.91646299,50.94789292,54.60231908,48.61483782,45.64418167,43.54017378,42.4150697,48.21067586,47.67304857,53.48171901,58.59690975,55.44823507,51.14213902,50.44221808,69.89672592,83.20710475,65.18318092,75.00932815,57.33091104,64.87751566,78.37647365,91.68838962,83.0640619,80.62149283,78.10237901,
"Gambia, The",GMB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,79.74794174,87.71131855,90.98379009,91.48459086,78.70041303,69.54855895,74.52880068,77.48375,82.68852959,88.32316927,87.41173912,84.25261827,93.56919643,98.21476968,106.3346846,110.718123,103.972547,112.970541,115.9141284,97.78146652,102.722472,108.704991,108.819,120.3374042,131.4854153,64.10294689,67.44308365,64.62992213,49.91607894,59.27679803,50.95439438,48.3174981,53.87096227,52.41329752,56.35981989,46.92926319,59.64295092,68.85879303,69.09159632,70.31098334,61.95015475,56.80196546,56.0538028,64.61083393,66.45566275,67.07767325,74.91991885,70.06949761,,,
