Folder Name,Views and Downloads,Minutes Delivered,Average Minutes Delivered,Percent Completed,Last View Time,Last Position
Lecture3,1,8.144103383,8.144103383,100,10/6/20 0:32,489.683794
Lecture3,1,4.49041285,4.49041285,100,10/6/20 0:40,269.801505
Lecture3,4,3.31159165,0.827897913,100,10/6/20 9:46,26.547499
Lecture3,2,39.82654502,19.91327251,100,10/6/20 9:45,1564.499215
Lecture4,5,16.9663057,3.39326114,100,10/7/20 23:16,14.645746
Lecture4,1,7.547297683,7.547297683,100,10/7/20 22:12,452.368634
Lecture4,2,25.2503817,12.62519085,98,10/7/20 23:29,1455.833734
Lecture4,2,34.23134537,17.11567268,100,10/8/20 0:36,1571.743376
Lecture4,1,8.181384817,8.181384817,100,10/8/20 0:42,491.188229
Lecture5,1,13.50728327,13.50728327,100,10/10/20 0:51,773.520013
Lecture5,1,21.70852955,21.70852955,100,10/10/20 1:30,1257.831244
Lecture5,2,6.713164017,3.356582008,100,10/10/20 6:34,18.466982
Lecture5,3,2.526909067,0.842303022,100,10/10/20 6:49,151.614544
Lecture5,1,3.89740445,3.89740445,100,10/10/20 6:39,233.370608
Lecture5,1,10.69077077,10.69077077,100,10/10/20 6:47,476.282298
Background,4,7.5973815,1.899345375,100,10/3/20 22:58,213.718816
Background,6,30.85964792,5.143274653,100,10/10/20 13:04,543.671177
Lecture1,4,3.50103535,0.875258838,42,10/7/20 23:47,7.514503
Lecture1,2,0.672658917,0.336329458,15,9/28/20 19:01,437.287448
Lecture3,3,2.609107783,0.869702594,29,10/7/20 23:44,1115.889968
Lecture3,3,0.0986135,0.032871167,1,10/7/20 23:44,5.395318
Lecture3,2,0.020443117,0.010221558,1,10/7/20 23:46,1.226587
Lecture4,1,0.018230783,0.018230783,1,10/7/20 23:39,1.093847
Lecture4,1,0.04218955,0.04218955,1,10/7/20 23:42,798.568372
Lecture4,2,0.213465233,0.106732617,4,10/8/20 9:03,1421.972122
Lecture4,2,0.037114683,0.018557342,1,10/8/20 9:03,421.854244
Lecture5,2,0.18892925,0.094464625,3,10/8/20 9:04,707.17798
Lecture5,1,0.037328333,0.037328333,1,10/7/20 23:32,2.2397
Lecture5,1,0.022975583,0.022975583,1,10/7/20 23:32,1.378535
Lecture5,1,0.050680433,0.050680433,1,10/7/20 23:32,3.040826
Background,1,0.1946663,0.1946663,3,10/3/20 18:21,635.508542
Lecture1,2,20.84666193,10.42333097,100,9/30/20 18:05,1188.663214
Lecture1,1,8.7288326,8.7288326,100,9/30/20 18:21,517.853814
Lecture1,1,6.73805,6.73805,100,9/30/20 18:27,404.289662
Lecture1,1,16.64442733,16.64442733,100,9/30/20 21:21,869.58853
Lecture1,2,7.339166667,3.669583333,100,9/30/20 21:31,440.412878
Lecture2,1,21.49999632,21.49999632,100,9/30/20 22:22,1280.284431
Lecture2,1,11.46109835,11.46109835,100,9/30/20 22:38,625.249973
Lecture2,1,16.44722858,16.44722858,98,9/30/20 23:00,948.245383
Lecture2,1,17.64402142,17.64402142,100,10/1/20 0:52,530.366314
Lecture3,2,30.03019105,15.01509553,100,10/6/20 3:38,962.008425
Lecture3,1,29.81138848,29.81138848,97,10/6/20 4:58,1671.600855
Lecture3,1,29.33284943,29.33284943,100,10/6/20 4:24,1504.817688
Lecture3,1,5.263140217,5.263140217,100,10/6/20 5:05,236.324173
Lecture3,1,8.834925817,8.834925817,100,10/6/20 5:15,489.767727
Lecture3,1,5.545339183,5.545339183,100,10/6/20 5:53,73.42239
Lecture3,1,1.792882533,1.792882533,100,10/6/20 5:55,20.485196
Lecture3,2,42.17700438,21.08850219,100,10/6/20 6:27,1880.897423
Lecture4,1,13.97410203,13.97410203,62,10/8/20 7:54,45.03649
Lecture4,2,8.98251985,4.491259925,100,10/8/20 21:35,452.440792
Lecture4,1,25.29407133,25.29407133,99,10/8/20 21:59,1443.933772
Lecture4,1,28.4899578,28.4899578,100,10/8/20 22:45,1192.818409
Lecture4,1,9.307079683,9.307079683,100,10/9/20 2:31,491.299323
Lecture5,1,15.07168148,15.07168148,100,10/9/20 2:45,773.473002
Lecture5,2,23.28741543,11.64370772,100,10/9/20 3:41,1257.78737
Lecture5,1,6.40974035,6.40974035,100,10/9/20 4:48,384.584421
Lecture5,1,2.526767917,2.526767917,100,10/9/20 4:55,151.606075
Lecture5,1,3.890466667,3.890466667,100,10/9/20 4:58,233.97994
Lecture5,1,7.67294075,7.67294075,90,10/9/20 7:00,476.381131
Background,1,3.557167533,3.557167533,100,10/1/20 1:23,213.575093
Background,4,49.55832857,12.38958214,100,10/3/20 3:42,435.772932
Lecture1,1,22.05454443,22.05454443,100,9/29/20 5:47,1188.624996
Lecture1,1,9.983149117,9.983149117,100,9/29/20 6:02,517.78131
Lecture1,1,6.902894617,6.902894617,100,9/29/20 6:08,404.329069
Lecture1,1,15.63597888,15.63597888,100,9/29/20 6:26,869.66234
Lecture1,1,7.338862867,7.338862867,100,9/29/20 6:47,440.797682
Lecture2,1,24.26682617,24.26682617,100,10/1/20 4:37,1280.552084
Lecture2,2,13.38805457,6.694027283,100,10/1/20 5:09,234.217454
Lecture2,1,17.93263378,17.93263378,100,10/1/20 5:32,969.273562
Lecture2,1,9.022644683,9.022644683,100,10/1/20 5:41,532.491244
Lecture3,2,23.9023538,11.9511769,100,10/6/20 5:45,10.24481
Lecture3,1,28.7330234,28.7330234,100,10/6/20 3:56,1504.754876
Lecture3,1,3.934287267,3.934287267,100,10/6/20 5:07,236.289812
Lecture3,1,8.949091217,8.949091217,100,10/6/20 5:19,489.991756
Lecture3,2,5.089873233,2.544936617,100,10/6/20 5:24,269.899008
Lecture3,2,1.433933333,0.716966667,100,10/6/20 5:26,86.763151
Lecture4,1,23.46956132,23.46956132,100,10/8/20 4:38,1002.90104
Lecture4,1,8.63993755,8.63993755,100,10/8/20 4:53,452.965165
Lecture4,2,27.5899572,13.7949786,100,10/9/20 16:33,795.945425
Lecture4,1,25.3769756,25.3769756,98,10/8/20 6:31,1528.719659
Lecture4,1,8.931917483,8.931917483,100,10/8/20 6:39,491.241359
Background,1,4.086386517,4.086386517,100,9/29/20 11:14,213.649988
Background,2,16.73685608,8.368428042,99,9/29/20 11:56,854.967338
Lecture1,1,20.59186782,20.59186782,93,9/29/20 9:10,1188.696235
Lecture1,1,8.79628115,8.79628115,100,9/29/20 9:30,518.250287
Lecture1,2,7.03916175,3.519580875,100,9/29/20 10:24,402.756496
Lecture1,1,15.5422059,15.5422059,100,9/29/20 13:55,847.994252
Lecture1,1,7.074711717,7.074711717,98,9/29/20 14:10,433.042861
Lecture3,2,22.08987908,11.04493954,100,10/6/20 13:27,1.685829
Lecture3,1,1.149295433,1.149295433,5,10/6/20 15:09,69.120784
Lecture3,1,24.79393733,24.79393733,90,10/6/20 13:27,1479.47403
Background,1,5.091091167,5.091091167,100,10/6/20 16:56,213.558612
Background,1,12.97619995,12.97619995,77,10/6/20 19:07,403.12829
Lecture1,5,24.82455107,4.964910213,100,9/29/20 3:11,1188.681723
Lecture1,1,8.81932015,8.81932015,100,9/29/20 3:23,517.851427
Lecture1,1,6.721769717,6.721769717,100,9/29/20 3:51,404.254027
Lecture1,1,15.95790108,15.95790108,100,9/29/20 4:20,869.896476
Lecture1,1,6.27865785,6.27865785,94,9/29/20 4:29,439.454964
Lecture2,5,25.23986482,5.047972963,99,10/1/20 2:49,190.760246
Lecture2,2,10.16137237,5.080686183,98,10/1/20 2:59,609.652834
Lecture2,2,22.1080934,11.0540467,100,10/1/20 3:51,963.538484
Lecture2,1,9.1073388,9.1073388,100,10/1/20 4:25,532.822483
Lecture3,2,21.11871075,10.55935538,100,10/6/20 0:48,1193.845326
Lecture3,2,16.67914893,8.339574467,51,10/6/20 6:34,837.71579
Lecture3,6,25.63809973,4.273016622,99,10/6/20 2:08,1485.580274
Lecture3,1,4.119194483,4.119194483,100,10/6/20 4:53,236.388206
Lecture3,1,8.151609517,8.151609517,100,10/6/20 5:15,489.969365
Lecture3,1,4.507618683,4.507618683,100,10/6/20 5:26,270.09043
Lecture3,2,1.385784933,0.692892467,97,10/6/20 5:53,83.073148
Lecture3,3,32.2250478,10.7416826,100,10/6/20 7:30,1864.687554
Lecture4,2,10.31390335,5.156951675,63,10/8/20 4:54,643.139189
Lecture4,4,23.7304649,5.932616225,85,10/8/20 7:57,1269.614826
Background,1,3.950298917,3.950298917,100,9/28/20 23:06,213.532073
Background,2,22.1143392,11.0571696,100,10/5/20 4:27,402.650718
